"var","label","labels"
"egc205_a_3","过去12个月，一般工作3的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"mincomea_a_3","一般工作3的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"yincomea_a_3","一般工作3的税后年收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"jobclass_base_a_3","一般工作3的类型（base）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"jobclass_a_3","一般工作3的工作类型","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"lastyjob_comm_a_3","一般工作3是否延续到最近一年","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc2012y_a_4","您什么时候开始从事一般工作4（年）",":"
"egc2012m_a_4","您什么时候开始从事一般工作4（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc2013y_a_4","您什么时候结束一般工作4（年）",":"
"egc2013m_a_4","您什么时候结束一般工作4（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc2013c_a_4","一般工作4是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc202_a_4","一般工作4是为自己/自家干活还是受雇于他人/他家/组织/单位/公司","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:为自己/自家干活, 5:受雇于他人/他家/组织/单位/公司"
"egc2021_a_4","一般工作4是农业工作还是非农工作","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:农业工作（农、林、牧、副、渔）, 5:非农工作"
"egc203_a_4","一般工作4的单位/雇主性质","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:政府部门/党政机关/人民团体, 2:事业单位, 3:国有企业, 4:私营企业/个体工商户, 5:外商/港澳台商企业, 6:其他类型企业, 7:个人/家庭, 8:民办非企业组织/协会/行会/基金会/村居委会, 9:无法判断, 77:其他"
"egc2031_a_4","一般工作4的雇主是否为个体工商户","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc204_a_4","过去12个月，一般工作4每周工作多少个小时","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"egc205_a_4","过去12个月，一般工作4的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"mincomea_a_4","一般工作4的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"yincomea_a_4","一般工作4的税后年收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"jobclass_base_a_4","一般工作4的类型（base）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"jobclass_a_4","一般工作4的工作类型","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"lastyjob_comm_a_4","一般工作4是否延续到最近一年","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc2012y_a_5","您什么时候开始从事一般工作5（年）",":"
"egc2012m_a_5","您什么时候开始从事一般工作5（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc2013y_a_5","您什么时候结束一般工作5（年）",":"
"egc2013m_a_5","您什么时候结束一般工作5（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc2013c_a_5","一般工作5是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc202_a_5","一般工作5是为自己/自家干活还是受雇于他人/他家/组织/单位/公司","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:为自己/自家干活, 5:受雇于他人/他家/组织/单位/公司"
"egc2021_a_5","一般工作5是农业工作还是非农工作","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:农业工作（农、林、牧、副、渔）, 5:非农工作"
"egc203_a_5","一般工作5的单位/雇主性质","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:政府部门/党政机关/人民团体, 2:事业单位, 3:国有企业, 4:私营企业/个体工商户, 5:外商/港澳台商企业, 6:其他类型企业, 7:个人/家庭, 8:民办非企业组织/协会/行会/基金会/村居委会, 9:无法判断, 77:其他"
"egc2031_a_5","一般工作5的雇主是否为个体工商户","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc204_a_5","过去12个月，一般工作5每周工作多少个小时","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"egc205_a_5","过去12个月，一般工作5的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"mincomea_a_5","一般工作5的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"yincomea_a_5","一般工作5的税后年收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"jobclass_base_a_5","一般工作5的类型（base）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"jobclass_a_5","一般工作5的工作类型","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"lastyjob_comm_a_5","一般工作5是否延续到最近一年","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc2012y_a_6","您什么时候开始从事一般工作6（年）",":"
"egc2012m_a_6","您什么时候开始从事一般工作6（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc2013y_a_6","您什么时候结束一般工作6（年）",":"
"egc2013m_a_6","您什么时候结束一般工作6（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc2013c_a_6","一般工作6是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc202_a_6","一般工作6是为自己/自家干活还是受雇于他人/他家/组织/单位/公司","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:为自己/自家干活, 5:受雇于他人/他家/组织/单位/公司"
"egc2021_a_6","一般工作6是农业工作还是非农工作","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:农业工作（农、林、牧、副、渔）, 5:非农工作"
"egc203_a_6","一般工作6的单位/雇主性质","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:政府部门/党政机关/人民团体, 2:事业单位, 3:国有企业, 4:私营企业/个体工商户, 5:外商/港澳台商企业, 6:其他类型企业, 7:个人/家庭, 8:民办非企业组织/协会/行会/基金会/村居委会, 9:无法判断, 77:其他"
"egc2031_a_6","一般工作6的雇主是否为个体工商户","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc204_a_6","过去12个月，一般工作6每周工作多少个小时","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"egc205_a_6","过去12个月，一般工作6的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"mincomea_a_6","一般工作6的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"yincomea_a_6","一般工作6的税后年收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"jobclass_base_a_6","一般工作6的类型（base）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"jobclass_a_6","一般工作6的工作类型","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"lastyjob_comm_a_6","一般工作6是否延续到最近一年","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc2012y_a_7","您什么时候开始从事一般工作7（年）",":"
"egc2012m_a_7","您什么时候开始从事一般工作7（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc2013y_a_7","您什么时候结束一般工作7（年）",":"
"egc2013m_a_7","您什么时候结束一般工作7（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc2013c_a_7","一般工作7是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc202_a_7","一般工作7是为自己/自家干活还是受雇于他人/他家/组织/单位/公司","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:为自己/自家干活, 5:受雇于他人/他家/组织/单位/公司"
"egc2021_a_7","一般工作7是农业工作还是非农工作","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:农业工作（农、林、牧、副、渔）, 5:非农工作"
"egc203_a_7","一般工作7的单位/雇主性质","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:政府部门/党政机关/人民团体, 2:事业单位, 3:国有企业, 4:私营企业/个体工商户, 5:外商/港澳台商企业, 6:其他类型企业, 7:个人/家庭, 8:民办非企业组织/协会/行会/基金会/村居委会, 9:无法判断, 77:其他"
"egc204_a_7","过去12个月，一般工作7每周工作多少个小时","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"egc205_a_7","过去12个月，一般工作7的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"mincomea_a_7","一般工作7的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"yincomea_a_7","一般工作7的税后年收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"jobclass_base_a_7","一般工作7的类型（base）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"jobclass_a_7","一般工作7的工作类型","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"lastyjob_comm_a_7","一般工作7是否延续到最近一年","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc101","2018工作确认","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:正确, 3:名称错误, 5:当时没有这份工作"
"egc104y","工作结束时间（年）",":"
"egc104m","工作结束时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc104c","是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc103","当前最主要工作/最近结束的工作确认","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc105","从上次调查/2018年1月1日至今，您是否有过工作","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc1052y","从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作的开始时间（年）",":"
"egc1052m","从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作的开始时间（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc1053y","从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作的最早一次的间断时间（",":"
"egc1053m","从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作的最早一次的间断时间（","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 13:春, 14:夏, 15:秋, 16:冬"
"egc1053c","从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作，是否持续到当前","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc201","其他一般工作的数量","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"egc202_b_1","2018主要工作（若不再是2020主要工作，则变成2020一般工作）是为自己干活还是受雇于他","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:为自己/自家干活, 5:受雇于他人/他家/组织/单位/公司"
"egc2021_b_1","2018主要工作（若不再是2020主要工作，则变成2020一般工作）是农业工作还是非农工作","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:农业工作（农、林、牧、副、渔）, 5:非农工作"
"egc203_b_1","2018主要工作（若不再是2020主要工作，则变成2020一般工作）的工作单位/雇主性质","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:政府部门/党政机关/人民团体, 2:事业单位, 3:国有企业, 4:私营企业/个体工商户, 5:外商/港澳台商企业, 6:其他类型企业, 7:个人/家庭, 8:民办非企业组织/协会/行会/基金会/村居委会, 9:无法判断, 77:其他"
"egc2031_b_1","2018主要工作（若不再是2020主要工作，则变成2020一般工作）的雇主是否为个体工商户","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"egc204_b_1","过去12个月，2018主要工作（若不再是2020主要工作，则变成2020一般工作）每周工作多少","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"egc205_b_1","过去12个月，2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"lastyjob_last","CFPS2018主要工作是否延续到最近一年","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"lastyjob_cur","CFPS2018之后产生的最近一份工作是否延续到最近一年","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"jobstartn","EHC回忆时段内开始新工作份数","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"jobclass_base_2018","2018主要工作（若不再是2020主要工作，则变成2020一般工作）的工作类型（base）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"jobclass_2018","2018主要工作（若不再是2020主要工作，则变成2020一般工作）的工作类型","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"mincomea_b_1","2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后月收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"yincomea_b_1","2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后年收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qgd01","全职工作经历","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qgd0","这是您人生的第一份工作吗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kgd1a","第一份工作是否受雇","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kgd2a_s_1","所有求职渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kgd2a_s_2","所有求职渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kgd2a_s_3","所有求职渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kgd2a_a_1","求职渠道：是否自己直接与用人单位联系","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kgd2a_a_2","求职渠道：是否职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kgd2a_a_3","求职渠道：是否国家分配/组织调动","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kgd2a_a_4","求职渠道：是否亲属、朋友或熟人介绍","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kgd2a_a_5","求职渠道：是否学校就业指导机构，或学校推荐","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kgd2a_a_77","求职渠道：是否选择其他","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kgd101","获得工作主要渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kgd2","胜任工作的教育程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:本科, 8:硕士, 9:博士, 11:不必念书"
"qg1","当前最主要工作/最近结束的工作的工作所有者","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:为自己/自家干活, 5:受雇于他人/他家/组织/单位/公司"
"qg101","当前最主要工作/最近结束的工作的工作性质","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:农业工作（农、林、牧、副、渔）, 5:非农工作"
"jobclass_base","当前最主要工作/最近结束的工作类型（base）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"jobclass","当前最主要工作/最近结束的工作类型","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:数据错误, 1:自家农业生产经营, 2:私营企业/个体工商户/其它自雇, 3:农业打工, 4:受雇, 5:非农散工"
"qg2","雇主性质","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:政府部门/党政机关/人民团体, 2:事业单位, 3:国有企业, 4:私营企业/个体工商户, 5:外商/港澳台商企业, 6:其他类型企业, 7:个人/家庭, 8:民办非企业组织/协会/行会/基金会/村居委会, 9:无法判断, 77:其他"
"qg201","雇主是个体工商户","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg2032","是否有编制","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg301","工作地点","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:当前居住村/居, 2:当前居住乡/镇/街道的其他村/居, 3:当前居住县/市的其他乡/镇/街道, 4:当前居住市/区的其他县/市, 5:当前居住省份的其他市/区, 6:境内的其他省份, 7:境外（含港、澳、台）, 8:无固定工作地点"
"qg301a_code","工作地点(省)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 11:北京市, 12:天津市, 13:河北省, 14:山西省, 15:内蒙古自治区, 21:辽宁省, 22:吉林省, 23:黑龙江省, 31:上海市, 32:江苏省, 33:浙江省, 34:安徽省, 35:福建省, 36:江西省, 37:山东省, 41:河南省, 42:湖北省, 43:湖南省, 44:广东省, 45:广西壮族自治区, 46:海南省, 50:重庆市, 51:四川省, 52:贵州省, 53:云南省, 54:西藏自治区, 61:陕西省, 62:甘肃省, 63:青海省, 64:宁夏回族自治区, 65:新疆维吾尔自治区, 99:数据缺失"
"qg301c_code","工作地点(县/市)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg3011","上下班单程时间(分钟)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg303code_g","当前最主要工作/最近结束的工作职业编码（大类）","-8:不适用, -2:拒绝回答, -1:不知道, 1:国家机关、党群组织、企业、事业单位负责人, 2:专业技术人员, 3:办事人员和有关人员, 4:商业、服务业人员, 5:农、林、牧、渔、水利业生产人员, 6:生产、运输设备操作人员及有关人员, 7:军人, 8:无职业者, 9:不便分类的其他从业人员"
"qg401","工作收入满意度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常不满意, 2:不太满意, 3:一般, 4:比较满意, 5:非常满意, 79:情况不适用"
"qg402","工作安全满意度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常不满意, 2:不太满意, 3:一般, 4:比较满意, 5:非常满意, 79:情况不适用"
"qg403","工作环境满意度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常不满意, 2:不太满意, 3:一般, 4:比较满意, 5:非常满意, 79:情况不适用"
"qg404","工作时间满意度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常不满意, 2:不太满意, 3:一般, 4:比较满意, 5:非常满意, 79:情况不适用"
"qg405","工作晋升满意度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常不满意, 2:不太满意, 3:一般, 4:比较满意, 5:非常满意, 79:不适用(没有晋升机会)"
"qg406","工作满意度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常不满意, 2:不太满意, 3:一般, 4:比较满意, 5:非常满意, 79:情况不适用"
"qg5","是否签订合同","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg501","是否约定合同期限","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg502","与谁签合同","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg6","每周工作时间(小时/周)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg601","上夜班频率",":"
"qg602","周末上班频率",":"
"qg603","是否随时到岗","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg604","上下班时间弹性",":"
"qg7_s_1","现金福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:交通费补贴, 2:餐费补贴, 3:住房补贴, 4:过节费, 77:其他, 78:以上都没有"
"qg7_s_2","现金福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:交通费补贴, 2:餐费补贴, 3:住房补贴, 4:过节费, 77:其他, 78:以上都没有"
"qg7_s_3","现金福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:交通费补贴, 2:餐费补贴, 3:住房补贴, 4:过节费, 77:其他, 78:以上都没有"
"qg7_s_4","现金福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:交通费补贴, 2:餐费补贴, 3:住房补贴, 4:过节费, 77:其他, 78:以上都没有"
"qg7_s_5","现金福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:交通费补贴, 2:餐费补贴, 3:住房补贴, 4:过节费, 77:其他, 78:以上都没有"
"qg7_a_1","现金福利：是否提供交通费补贴","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg7_a_2","现金福利：是否提供餐费补贴","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg7_a_3","现金福利：是否提供住房补贴","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg7_a_4","现金福利：是否提供过节费","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg7_a_77","现金福利：是否提供其他","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg7_a_78","现金福利：是否以上都没有","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg701_a_1","每月福利金额（元）-交通费补贴","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg701_a_2","每月福利金额（元）-餐费补贴","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg701_a_3","每月福利金额（元）-住房补贴","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg701_a_5","每月福利金额（元）-其他","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg702","12个月福利金额(元/年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
